age,workclass,educationyears,maritalstatus,occupation,relationship,race,sex,hoursperweek,incomeUSD
32,7,9,7,6,2,5,2,65,47734
26,5,13,5,5,2,5,1,40,36859
49,1,13,1,1,4,5,1,40,37840
38,5,11,5,11,1,5,2,42,38750
47,5,13,5,4,5,3,1,40,49263
31,5,10,5,5,1,5,2,40,84713
38,5,9,5,4,1,5,2,55,32600
50,5,10,5,13,1,5,2,40,165835
18,5,7,5,7,4,5,2,40,43769
59,6,14,6,13,1,5,2,40,23100
56,7,10,7,4,1,5,2,50,128673
34,5,9,5,2,4,5,2,50,36527
32,5,13,5,11,1,5,2,40,45119
29,5,13,5,9,2,5,2,35,38158
29,1,10,1,1,4,3,2,40,34354
42,5,13,5,14,1,5,2,45,188232
37,5,10,5,9,5,3,1,40,21300
36,5,9,5,5,2,5,1,40,48049
59,5,14,5,5,2,5,1,40,103001
32,5,13,5,13,1,5,2,50,153331
52,3,9,3,12,1,5,2,56,168296
29,8,9,8,9,2,2,2,40,25369
39,5,15,5,11,2,5,1,35,107728
39,5,10,5,2,2,5,2,40,23954
69,5,13,5,5,2,5,1,15,39921
43,5,9,5,9,6,5,1,35,37190
39,5,11,5,4,1,5,2,48,34605
19,5,10,5,9,4,5,1,30,34183
60,3,11,3,5,1,5,2,60,193472
51,5,9,5,8,1,3,2,40,34064
75,5,10,5,11,2,5,1,8,46078
37,8,11,8,11,5,3,1,40,49834
24,8,10,8,2,4,2,2,40,41127
20,5,7,5,9,4,3,2,20,46970
58,2,9,2,15,1,5,2,70,34481
21,8,14,8,15,4,5,2,15,42971
28,5,9,5,12,3,5,2,40,25495
40,5,6,5,8,1,5,2,40,37905
45,7,9,7,15,1,5,2,50,24346
40,7,15,7,11,6,5,1,40,59440
41,5,10,5,4,2,5,1,40,36753
58,5,9,5,5,5,5,1,40,23423
44,3,11,3,4,1,5,2,40,84301
26,5,9,5,13,1,5,2,65,42439
29,5,12,5,13,2,5,2,45,48981
45,5,14,5,11,2,5,1,40,44356
23,5,12,5,9,2,5,2,40,41646
39,8,9,8,2,5,5,1,40,20466
45,7,16,7,11,1,5,2,40,60566
51,3,14,3,11,1,5,2,40,162074
22,5,9,5,7,4,5,2,40,33568
67,1,4,1,1,2,5,2,3,30574
28,5,9,5,2,1,5,2,40,45407
23,5,10,5,9,5,5,1,25,33547
33,5,9,5,9,1,3,2,35,29772
37,5,11,5,14,1,5,2,43,32635
19,5,10,5,2,4,5,1,40,45400
90,1,2,1,1,2,3,1,40,46086
35,5,7,5,6,1,5,2,40,31407
62,5,4,5,14,5,5,1,38,40923
20,1,10,1,1,4,5,1,15,36418
25,5,9,5,9,2,5,2,40,27761
21,5,9,5,4,3,5,2,40,22726
32,5,10,5,9,4,5,2,35,21352
32,3,13,3,11,6,5,1,45,33789
70,3,9,3,2,2,5,1,12,42297
65,1,6,1,1,1,5,2,50,176709
57,5,7,5,4,1,5,2,40,33928
31,5,10,5,4,2,5,2,40,25461
37,5,13,5,5,1,5,2,60,81345
34,5,9,5,9,5,5,1,36,27894
26,7,10,7,6,1,5,2,78,49993
44,5,10,5,13,1,5,2,48,27348
66,5,4,5,4,1,5,2,40,49073
39,3,9,3,4,5,5,1,40,43873
31,5,9,5,8,1,5,2,40,62796
53,5,11,5,14,1,5,2,40,103650
36,5,9,5,8,6,5,1,50,45585
61,5,5,5,4,1,5,2,40,32936
43,5,13,5,13,1,5,2,40,176648
38,5,10,5,5,1,5,2,40,46675
26,5,9,5,2,2,5,2,50,37815
27,5,9,5,7,1,1,2,8,39837
58,3,5,3,9,2,5,1,40,35468
37,8,9,8,2,5,5,1,12,27048
56,5,4,5,4,1,5,2,26,46379
36,5,10,5,5,2,5,2,60,159581
29,5,9,5,4,2,3,2,40,25295
28,5,6,5,15,5,5,2,30,27908
61,7,16,7,11,1,5,2,40,198860
66,7,5,7,6,1,5,2,25,124918
31,5,10,5,6,1,5,2,50,80491
21,5,12,5,9,4,5,1,40,23174
67,7,9,7,15,1,5,2,58,86611
26,5,9,5,15,2,5,2,40,36352
21,5,10,5,4,2,5,2,50,23347
33,5,9,5,8,1,5,2,40,30200
33,5,9,5,9,5,5,1,32,22631
59,8,13,8,5,1,5,2,50,65865
82,6,4,6,6,1,5,2,50,35200
34,8,16,8,11,6,5,1,50,111590
29,5,13,5,5,1,5,2,50,172582
19,5,10,5,9,4,5,1,40,35830
57,7,9,7,5,1,5,2,1,43303
41,5,10,5,5,1,5,2,50,183624
55,5,6,5,9,1,3,2,40,28107
27,5,10,5,7,2,3,2,40,41578
33,5,9,5,4,2,5,2,45,46022
43,8,10,8,2,2,3,2,50,140253
72,2,10,2,14,2,5,1,16,40732
68,7,9,7,13,1,5,2,40,31261
29,5,9,5,2,4,5,1,40,22557
41,5,13,5,11,1,5,2,60,36363
30,5,9,5,12,1,5,2,40,40491
31,5,13,5,9,2,2,2,70,138934
54,5,3,5,9,5,3,1,30,33531
32,5,12,5,5,5,5,1,50,145115
56,5,9,5,13,2,5,1,40,44740
39,1,13,1,1,6,5,1,6,99000
41,8,11,8,11,1,5,2,35,105395
48,5,9,5,2,2,5,1,40,24172
66,7,4,7,6,1,5,2,48,34239
25,6,13,6,13,2,5,1,50,22359
31,5,9,5,8,1,5,2,40,36943
32,5,12,5,13,2,5,2,48,46131
51,5,13,5,5,1,5,2,40,168554
42,5,9,5,2,3,3,1,40,34636
22,1,10,1,1,2,3,1,35,42399
31,5,15,5,11,1,5,2,60,111015
43,7,9,7,5,6,5,1,40,31446
42,5,10,5,15,5,3,1,40,23935
20,8,9,8,9,3,4,2,40,41949
40,5,13,5,11,1,5,2,40,76134
65,5,9,5,2,2,5,1,20,28931
53,5,13,5,11,1,5,2,52,122356
56,5,10,5,4,1,5,2,60,122380
51,8,16,8,5,1,5,2,55,66527
38,1,9,1,1,1,5,2,40,46892
44,5,14,5,5,1,5,2,50,162568
49,6,9,6,5,1,5,2,60,57894
47,5,9,5,4,2,3,2,44,55263
22,5,12,5,11,6,5,1,40,47555
53,5,10,5,4,2,5,2,45,55278
41,3,10,3,12,2,5,2,20,41579
19,5,9,5,2,4,5,2,40,23695
27,3,13,3,11,2,1,1,43,45730
48,7,11,7,5,6,5,1,25,137561
52,5,4,5,9,4,5,1,7,48953
61,8,15,8,11,1,5,2,40,198909
45,7,13,7,5,1,2,2,45,185839
29,5,5,5,8,1,5,2,40,32480
41,5,10,5,9,2,5,2,21,28620
38,5,10,5,5,5,3,2,60,41122
32,5,10,5,11,6,5,1,40,108335
37,5,9,5,9,1,5,2,40,30441
55,5,6,5,8,1,5,2,40,25008
62,3,9,3,15,1,5,2,40,29921
48,5,9,5,8,1,5,2,40,41032
43,5,10,5,5,1,5,2,50,78969
25,5,9,5,13,4,3,2,24,36387
47,5,9,5,9,2,5,1,40,26631
49,7,13,7,6,1,5,2,70,38640
55,5,9,5,9,1,5,2,40,41398
42,5,9,5,2,5,5,1,40,46616
40,5,9,5,2,4,5,2,40,29027
34,5,11,5,5,1,5,2,40,28298
38,5,9,5,13,5,5,1,10,20105
39,5,9,5,4,1,5,2,40,157909
45,5,12,5,4,2,5,1,55,35001
43,5,12,5,13,4,5,2,40,35346
32,2,9,2,5,2,3,1,40,49213
18,5,10,5,9,4,5,1,20,49716
27,5,14,5,11,2,5,2,40,45722
57,5,12,5,14,2,5,1,40,43701
38,5,9,5,2,6,5,1,60,22122
67,5,13,5,11,1,5,2,40,91980
26,5,7,5,9,5,5,1,20,20291
21,5,9,5,8,4,5,2,40,24948
17,5,6,5,9,4,5,2,15,36963
31,5,9,5,4,1,5,2,40,26825
51,7,12,7,13,2,3,2,30,33071
29,5,13,5,5,1,5,2,40,84748
28,5,13,5,4,4,5,2,40,66098
32,5,12,5,11,1,5,2,45,98097
31,3,10,3,12,1,5,2,45,34950
26,5,10,5,7,1,5,2,40,192222
28,3,13,3,11,2,5,1,40,46729
40,5,14,5,11,2,5,1,40,35872
51,5,4,5,7,4,5,2,19,34841
62,5,10,5,15,1,3,2,20,37097
54,5,6,5,8,1,5,2,60,36623
55,5,9,5,9,2,5,1,16,33212
24,5,9,5,7,2,5,2,20,24380
27,5,14,5,2,4,5,2,45,46385
18,5,9,5,15,4,5,2,30,45161
22,5,13,5,11,2,1,1,40,178421
21,5,9,5,13,2,5,1,40,44173
44,7,10,7,13,1,2,2,80,83129
50,1,14,1,1,1,5,2,60,90499
38,5,13,5,11,1,5,2,40,86519
39,5,13,5,11,1,5,2,50,167942
27,5,9,5,4,1,5,2,40,21395
35,5,7,5,4,2,3,2,40,47516
51,5,10,5,4,1,5,2,60,187790
60,5,10,5,9,1,5,2,40,44465
62,1,10,1,1,1,5,2,40,60276
38,5,9,5,8,1,5,2,40,28173
37,5,10,5,7,2,3,2,35,47062
43,5,10,5,2,4,5,1,40,32592
49,8,10,8,2,5,5,1,50,44908
17,5,6,5,9,4,5,1,25,38500
32,5,9,5,9,2,5,2,60,48048
23,5,13,5,11,2,5,1,38,42837
28,5,13,5,11,1,5,2,40,181056
83,6,13,6,5,1,5,2,55,128397
25,5,13,5,2,4,5,1,40,23468
42,5,13,5,5,1,5,2,60,47885
46,3,7,3,9,2,5,2,40,46789
29,5,13,5,11,2,4,1,50,38277
44,5,14,5,5,1,5,2,45,138090
60,7,15,7,13,1,5,2,45,196937
30,3,11,3,12,5,1,1,40,34854
24,5,10,5,13,4,5,1,17,28233
17,5,6,5,9,4,5,1,10,25464
76,1,7,1,1,3,5,1,16,37355
31,5,12,5,14,4,5,1,40,37893
52,5,10,5,4,1,5,2,40,139521
39,5,13,5,5,4,2,1,35,25944
73,6,13,6,13,1,5,2,50,128585
38,5,9,5,9,5,3,1,24,26911
48,5,9,5,9,2,3,1,20,46355
60,5,6,5,13,2,5,1,40,21777
26,5,9,5,15,2,5,2,40,38588
20,5,9,5,9,3,5,2,40,47927
54,8,16,8,5,2,5,1,40,189574
50,3,9,3,9,1,3,2,40,48695
20,5,10,5,2,4,5,1,40,38052
23,5,10,5,2,3,3,2,22,45111
35,5,11,5,4,1,5,2,40,190031
43,5,6,5,8,2,3,2,40,23233
50,5,9,5,2,1,5,2,32,38916
58,5,2,5,6,2,3,2,50,20723
55,8,12,8,2,4,2,2,40,32411
29,5,13,5,5,1,5,2,45,53504
47,5,10,5,8,2,5,1,40,36321
39,5,9,5,11,6,3,1,40,29677
63,3,9,3,2,6,5,1,35,182698
27,5,9,5,15,2,5,2,60,31265
62,1,7,1,1,2,3,1,40,39836
38,5,10,5,5,4,5,1,40,41210
25,5,9,5,7,2,5,2,65,45124
31,5,9,5,9,1,5,2,52,22273
40,2,10,2,2,4,5,1,40,22444
42,5,16,5,11,2,5,2,50,21076
52,5,9,5,13,1,5,2,40,187431
46,5,13,5,2,1,5,2,40,98354
31,5,10,5,9,5,5,1,50,32162
33,5,9,5,9,5,5,1,40,28274
58,5,9,5,2,5,5,1,40,30942
52,3,9,3,14,5,5,2,36,92686
25,7,13,7,5,2,5,2,35,117963
54,5,13,5,13,1,5,2,40,86936
46,5,14,5,2,1,5,2,60,42931
28,5,9,5,4,1,5,2,40,32912
24,7,4,7,4,1,5,2,40,24803
39,5,13,5,5,2,5,1,40,41795
60,2,10,2,14,1,5,2,40,41552
22,5,9,5,9,5,5,1,40,20459
27,5,13,5,5,4,5,1,40,43115
35,5,13,5,13,1,5,2,45,190108
47,5,13,5,11,1,5,2,50,49684
33,7,13,7,11,6,5,1,50,110869
40,6,13,6,5,1,5,2,45,151094
38,5,13,5,5,1,5,2,40,73042
26,5,12,5,4,2,4,1,40,38880
54,7,13,7,13,1,5,2,50,93466
39,5,13,5,8,1,5,2,40,49203
60,5,4,5,8,2,5,2,40,36833
32,5,14,5,5,2,5,1,40,28170
19,8,10,8,2,4,5,1,15,36797
49,1,9,1,1,1,5,2,60,42526
31,5,7,5,2,5,5,1,48,21453
29,5,9,5,13,5,5,1,25,25922
39,5,9,5,13,5,3,1,40,44712
42,5,14,5,13,1,5,2,50,118716
26,5,9,5,9,5,5,1,35,30603
27,5,11,5,5,4,5,2,40,22833
52,5,5,5,2,5,5,1,40,38266
50,3,10,3,9,5,3,1,40,48726
51,5,9,5,8,1,5,2,45,74033
51,2,9,2,2,1,5,2,40,84917
40,5,9,5,13,1,5,2,40,106502
61,5,4,5,6,2,3,2,40,25282
35,5,9,5,4,5,5,2,40,27305
41,1,9,1,1,2,3,1,28,31762
31,5,14,5,5,1,5,2,40,60180
43,5,9,5,4,1,5,2,40,122730
20,5,9,5,7,4,5,2,40,32999
35,5,10,5,4,2,5,2,40,21272
30,5,10,5,13,1,5,2,45,41600
42,7,15,7,11,1,5,2,40,177278
51,5,9,5,7,1,5,2,40,118639
39,6,14,6,5,2,2,2,99,120135
69,7,5,7,6,1,5,2,25,46459
63,1,5,1,1,1,5,2,40,195141
29,2,10,2,2,5,3,1,40,36097
21,5,10,5,13,4,5,2,20,25230
24,5,13,5,14,2,5,2,55,38343
55,5,9,5,9,1,3,2,40,30550
42,7,9,7,4,1,5,2,45,33537
48,5,7,5,9,6,5,1,40,41332
31,5,13,5,14,2,5,1,42,27912
52,5,11,5,5,1,5,2,40,180834
30,5,10,5,9,2,5,1,40,23554
29,5,9,5,4,2,5,2,40,22077
32,5,10,5,7,1,5,2,40,34504
47,5,10,5,11,1,5,2,40,116849
56,5,5,5,4,1,5,2,40,20943
40,5,10,5,15,1,5,2,40,49692
20,5,10,5,11,4,5,1,10,41801
36,5,10,5,4,2,5,2,40,38329
45,5,13,5,11,2,5,2,40,44534
38,5,5,5,2,1,5,2,40,32859
60,8,15,8,11,1,5,2,40,69559
70,7,14,7,5,1,3,2,40,28114
21,5,10,5,9,4,5,1,30,32129
57,5,9,5,2,2,5,1,40,45020
33,5,9,5,8,1,5,2,48,39290
37,5,9,5,4,1,5,2,50,48886
50,7,15,7,5,1,5,2,50,105155
68,5,10,5,13,1,5,2,55,126112
28,5,7,5,2,6,5,1,40,25221
32,5,10,5,4,1,5,2,40,37739
30,5,15,5,11,2,5,2,50,156401
18,5,7,5,7,4,5,2,30,26820
45,5,10,5,11,5,5,1,20,44578
22,5,9,5,2,5,5,1,40,42159
38,5,13,5,8,2,5,1,8,39189
37,5,11,5,11,2,5,1,40,43608
23,5,13,5,6,2,5,2,40,31681
59,5,4,5,4,1,5,2,40,21698
48,6,15,6,11,1,5,2,40,60996
53,6,10,6,5,1,5,2,50,74777
18,5,9,5,2,4,5,2,25,41353
30,5,13,5,13,2,5,1,40,35024
50,5,10,5,13,1,5,2,45,150441
63,1,7,1,1,1,5,2,40,26167
38,7,9,7,4,1,5,2,40,34991
48,5,5,5,13,2,5,1,40,31522
60,5,9,5,4,1,5,2,40,42745
46,5,9,5,7,5,5,1,50,48446
30,1,9,1,1,4,5,2,30,43172
39,5,13,5,13,1,5,2,60,112855
55,3,10,3,11,1,5,2,40,106706
17,5,7,5,13,4,5,2,15,20405
46,5,13,5,13,1,5,2,55,96072
50,5,9,5,13,5,5,1,65,21714
32,5,13,5,12,2,3,2,30,28893
18,5,9,5,9,4,5,1,40,33425
34,5,9,5,9,2,3,2,40,25117
50,5,13,5,11,2,5,2,45,188843
32,5,7,5,5,1,5,2,55,40210
23,3,13,3,11,2,3,1,40,40363
26,5,13,5,11,2,5,2,50,49775
46,5,12,5,11,2,5,1,50,38697
43,6,10,6,13,1,5,2,55,48831
32,5,9,5,15,1,5,2,60,169684
37,8,12,8,11,5,5,1,38,37760
48,5,10,5,15,1,5,2,45,186154
28,5,13,5,2,2,5,2,40,45495
43,5,9,5,8,1,5,2,40,24261
51,3,6,3,9,2,5,1,24,22225
30,5,9,5,8,2,5,2,50,44811
34,8,14,8,11,1,5,2,50,67688
34,5,9,5,4,3,1,2,40,28401
41,5,13,5,5,1,5,2,60,139386
53,5,6,5,2,5,5,1,48,42314
42,5,1,5,4,1,5,2,40,38774
18,5,9,5,9,4,5,1,30,40164
81,5,13,5,13,2,5,2,50,151023
40,5,11,5,11,1,5,2,40,30214
26,5,13,5,14,4,5,1,35,31176
20,5,10,5,14,4,5,1,15,49698
41,5,9,5,13,2,5,1,50,49719
49,8,14,8,11,1,5,2,45,189409
22,5,10,5,9,2,5,1,20,48296
46,5,13,5,11,2,5,2,45,128396
56,5,10,5,5,2,5,1,40,49701
35,5,9,5,5,6,5,1,40,187273
34,5,13,5,5,2,5,1,35,21666
29,3,14,3,11,6,5,1,40,105618
28,5,8,5,11,1,5,2,45,36212
35,5,13,5,9,2,5,2,37,32427
29,5,10,5,5,1,5,2,40,37914
21,5,10,5,2,2,5,1,30,39880
52,7,10,7,5,1,5,2,95,158381
45,5,9,5,4,1,5,2,40,39969
43,5,9,5,4,1,3,2,40,47676
35,1,9,1,1,3,5,1,25,33838
21,1,10,1,1,4,5,2,20,26345
35,5,6,5,9,4,5,2,40,34693
30,5,9,5,2,1,5,2,40,43153
45,5,9,5,8,5,5,1,40,48503
29,5,10,5,9,3,5,1,20,37936
29,8,6,8,9,4,3,1,40,38559
33,5,13,5,5,2,5,1,40,47959
17,5,6,5,9,4,3,2,15,41230
52,5,9,5,13,5,5,1,25,25018
24,5,10,5,2,5,5,1,35,49403
32,8,9,8,15,1,5,2,40,64830
40,5,13,5,5,2,5,1,48,48806
32,5,9,5,5,2,5,2,40,42927
33,5,13,5,13,2,5,1,40,45475
30,5,4,5,4,2,5,2,38,39493
28,5,9,5,2,2,5,2,40,22063
62,9,12,9,6,1,5,2,50,37656
46,3,13,3,12,1,5,2,40,63606
32,5,11,5,14,2,5,1,64,32734
26,5,9,5,4,1,5,2,40,151073
41,6,13,6,11,1,5,2,40,165217
57,2,10,2,2,1,5,2,40,72780
52,5,10,5,13,1,5,2,45,85408
35,7,13,7,5,1,5,2,50,191444
19,5,9,5,7,4,5,2,16,28010
49,5,13,5,5,2,5,2,45,62760
47,5,11,5,4,1,5,2,60,92255
38,5,7,5,2,6,5,1,32,31832
30,5,9,5,8,4,5,2,40,43768
32,5,7,5,7,1,5,2,40,44509
32,5,9,5,5,6,5,1,50,105533
46,5,11,5,5,4,5,1,40,42491
22,5,9,5,6,2,5,2,50,29187
47,3,10,3,12,1,5,2,50,27054
57,7,10,7,13,6,5,1,25,89242
47,5,10,5,2,5,3,1,40,24618
41,5,13,5,11,1,5,2,56,179233
36,3,9,3,15,1,5,2,40,44950
32,5,13,5,6,1,5,2,60,26369
37,5,7,5,9,3,5,2,40,38930
36,6,9,6,6,1,5,2,45,41590
64,5,9,5,4,1,5,2,40,42055
17,5,6,5,9,4,5,2,15,34810
23,5,10,5,2,4,5,1,15,44316
40,5,10,5,2,5,5,1,40,40282
42,8,13,8,5,1,5,2,50,193807
37,7,9,7,9,1,5,2,42,43809
35,2,10,2,7,5,5,1,40,39335
56,7,9,7,9,2,5,2,50,42102
52,5,13,5,4,1,2,2,40,47936
37,3,13,3,14,1,5,2,45,183952
48,8,16,8,11,1,5,2,65,181594
24,5,9,5,9,4,5,1,40,36579
33,5,11,5,4,1,5,2,40,34004
39,5,11,5,14,1,2,2,40,25220
34,5,9,5,2,2,3,2,42,27148
24,1,13,1,1,2,5,1,40,44995
23,5,10,5,5,4,4,2,24,33867
49,5,9,5,13,1,5,2,65,51558
18,5,9,5,9,2,5,2,25,34748
20,5,8,5,8,4,5,2,40,39684
54,5,14,5,13,1,5,2,55,142094
19,5,10,5,2,4,5,2,40,40386
53,5,9,5,4,1,5,2,46,75635
34,1,8,1,1,5,3,1,40,20862
28,5,9,5,4,4,5,2,40,21495
35,5,9,5,8,1,5,2,40,32737
20,5,10,5,13,2,5,1,20,42980
31,5,10,5,2,2,5,1,50,26555
37,5,16,5,11,5,5,1,40,29061
64,5,8,5,4,1,5,2,40,37950
42,5,10,5,14,1,5,2,40,79734
27,5,10,5,13,2,5,2,50,28340
36,7,10,7,9,5,5,1,50,26925
36,5,10,5,4,1,5,2,40,175877
23,5,9,5,7,4,3,2,40,48659
46,5,9,5,4,1,5,2,40,31863
24,5,7,5,4,2,3,2,35,39079
22,5,9,5,2,4,5,1,40,21670
62,5,13,5,5,1,5,2,40,69324
19,5,9,5,9,4,5,2,40,24432
20,5,9,5,9,4,5,2,30,44302
47,5,14,5,5,1,2,2,40,156654
57,5,9,5,2,4,5,1,40,41426
19,5,9,5,8,4,5,2,35,32074
37,3,14,3,11,6,5,1,45,56005
35,6,9,6,13,1,5,2,65,126602
17,5,8,5,13,4,5,1,20,41342
36,3,10,3,2,5,5,1,35,32347
50,5,10,5,15,1,5,2,40,132043
35,5,9,5,11,6,5,1,35,36145
27,8,16,8,11,2,5,2,77,23794
28,5,9,5,4,1,5,2,30,42912
29,7,15,7,11,2,5,2,60,101593
25,5,9,5,4,2,3,2,40,29814
47,6,12,6,5,2,5,1,67,35461
29,8,14,8,11,6,5,1,45,135704
19,5,9,5,2,2,5,1,40,36026
49,5,10,5,15,1,5,2,40,36933
31,5,15,5,11,1,5,2,25,78758
43,2,12,2,11,6,3,1,40,40239
56,7,7,7,4,1,5,2,40,20326
42,5,9,5,4,5,5,1,40,32689
45,2,10,2,11,1,5,2,56,94674
40,5,13,5,5,5,5,1,40,43903
44,5,10,5,2,5,5,1,38,23438
17,1,6,1,1,4,5,1,20,46124
36,5,9,5,2,5,5,1,40,49136
19,5,10,5,13,4,5,1,20,24059
53,3,9,3,2,6,5,1,40,198052
72,7,10,7,4,1,5,2,35,36135
46,5,11,5,15,1,1,2,60,39714
33,5,10,5,11,5,5,1,37,26647
22,5,5,5,7,4,2,2,40,34406
17,1,7,1,1,3,5,1,25,49785
41,5,9,5,14,1,5,2,45,125972
46,5,5,5,8,1,5,2,43,34984
33,5,9,5,13,4,5,1,20,47873
32,5,1,5,8,1,5,2,40,27521
52,7,9,7,4,2,5,2,40,33338
27,5,9,5,2,4,5,1,40,35652
48,8,9,8,12,1,5,2,72,183465
22,5,10,5,2,2,5,1,35,48539
25,5,9,5,9,2,5,2,50,42084
60,1,9,1,1,1,5,2,42,45923
38,5,11,5,13,1,5,2,40,27716
37,5,9,5,15,1,5,2,50,31309
49,5,10,5,2,5,5,1,40,48210
40,7,13,7,4,1,5,2,30,49561
48,5,9,5,8,1,5,2,46,168212
31,5,10,5,2,5,3,1,40,48306
40,7,9,7,9,1,5,2,45,35136
25,5,9,5,13,5,5,1,37,41935
68,5,13,5,5,1,5,2,45,65926
18,1,9,1,1,4,3,1,20,27276
19,5,8,5,6,4,5,1,30,23364
35,6,9,6,15,2,5,2,60,20741
28,5,9,5,2,5,5,1,50,49213
53,5,9,5,13,2,5,1,40,33933
33,5,10,5,15,1,5,2,41,30911
20,5,9,5,7,4,5,2,40,35432
45,7,13,7,13,2,5,1,35,35125
36,5,13,5,5,1,5,2,50,105753
34,5,10,5,5,1,5,2,45,37046
32,5,10,5,2,4,5,1,40,47426
19,5,10,5,15,4,5,2,25,36762
24,5,9,5,2,4,5,1,40,34051
34,5,10,5,8,1,5,2,40,186795
32,5,9,5,2,3,5,1,35,23028
37,5,9,5,4,1,5,2,45,58375
31,5,10,5,13,5,5,1,40,34234
21,5,10,5,9,4,5,1,35,39344
47,5,9,5,15,1,5,2,85,124157
23,5,10,5,4,1,5,2,40,22027
33,5,14,5,5,1,5,2,40,159639
60,1,13,1,1,1,2,2,25,28676
17,5,9,5,2,4,5,2,20,37293
67,5,9,5,7,1,5,2,24,34222
57,5,14,5,11,1,5,2,55,160224
17,5,7,5,7,4,5,2,20,24660
53,5,9,5,4,1,5,2,40,35353
25,7,10,7,4,1,5,2,50,134279
24,8,9,8,15,1,5,2,49,144614
48,7,10,7,15,1,5,2,40,32781
51,5,14,5,5,1,5,2,47,126914
38,5,9,5,12,2,3,2,40,35858
51,5,9,5,11,1,5,2,46,135873
18,5,9,5,14,4,5,1,10,46763
23,5,10,5,13,5,5,1,40,31807
42,5,10,5,4,1,5,2,60,194564
34,5,9,5,9,2,5,1,35,38744
39,5,9,5,8,5,5,2,40,40389
20,1,9,1,1,4,5,2,12,49046
39,5,10,5,9,5,3,1,40,44168
21,7,10,7,6,4,5,2,40,24333
26,5,4,5,4,2,5,2,40,48462
54,2,10,2,4,1,5,2,40,47697
34,5,10,5,13,2,5,1,40,31025
32,8,9,8,15,4,5,2,40,27075
59,7,4,7,15,1,5,2,40,36317
24,1,7,1,1,6,4,1,24,36350
54,5,13,5,13,5,5,1,40,34682
54,5,13,5,5,1,5,2,40,30561
67,5,9,5,13,2,5,1,18,45725
33,5,9,5,11,1,5,2,60,26264
37,5,9,5,2,6,5,1,40,32573
47,5,13,5,9,2,5,1,25,41193
51,5,9,5,9,2,5,1,40,43450
45,5,9,5,15,1,5,2,40,36026
19,5,9,5,9,2,5,1,30,23632
58,6,16,6,11,1,5,2,24,66216
27,5,9,5,4,2,3,2,40,49143
36,5,10,5,9,2,5,1,40,39174
20,1,12,1,1,2,5,2,40,46733
51,5,9,5,2,2,5,1,40,43351
45,7,14,7,11,2,5,1,60,38677
32,5,9,5,2,5,5,2,40,44803
59,5,9,5,9,2,3,1,40,44584
45,7,13,7,11,1,5,2,40,190383
43,1,9,1,1,1,5,2,40,29581
54,5,6,5,11,5,5,2,68,114255
20,1,10,1,1,4,5,1,32,39233
29,3,13,3,11,4,3,1,42,36463
28,5,7,5,9,2,3,1,40,49790
18,7,7,7,13,4,5,1,40,31799
49,5,13,5,11,2,5,1,50,33307
46,5,9,5,4,2,5,2,30,28263
58,1,9,1,1,1,3,2,30,37405
56,5,13,5,11,2,5,1,45,43364
41,5,12,5,5,5,3,1,50,25794
50,6,15,6,11,1,5,2,60,178474
74,7,10,7,11,1,5,2,35,32487
30,5,9,5,5,1,5,2,40,26612
62,5,9,5,4,5,3,1,40,32515
19,5,9,5,8,4,5,1,40,42147
29,5,9,5,2,6,3,1,40,30474
20,1,10,1,1,3,3,1,40,24459
36,5,4,5,6,1,5,2,35,40064
36,5,9,5,9,2,5,2,40,42889
51,3,12,3,2,6,5,1,30,47340
37,7,10,7,5,1,5,2,50,68007
29,7,9,7,4,1,5,2,40,36899
17,5,6,5,7,4,5,2,20,20151
18,5,9,5,2,4,5,1,20,33814
40,6,13,6,11,4,5,2,40,30399
26,6,13,6,2,2,5,1,40,21169
42,7,10,7,4,1,5,2,45,39768
32,5,9,5,4,2,5,2,40,33301
33,5,5,5,15,3,5,2,40,45459
28,1,10,1,1,5,5,1,40,32551
43,5,13,5,8,1,5,2,40,54073
47,5,9,5,4,1,5,2,40,45155
37,5,10,5,14,4,3,1,40,40444
73,1,13,1,1,1,5,2,10,30176
37,5,9,5,9,1,5,2,30,23362
50,5,10,5,2,3,5,1,35,172048
19,5,9,5,13,4,5,2,50,47233
32,3,10,3,9,1,5,2,40,33320
44,3,11,3,14,5,2,2,40,47933
20,5,10,5,9,4,5,1,16,44205
29,5,10,5,14,2,5,1,40,46733
21,1,10,1,1,4,5,1,40,48446
34,5,11,5,11,5,5,1,40,25034
44,3,13,3,5,1,5,2,52,30895
18,5,7,5,9,4,5,1,20,42914
22,5,10,5,14,3,5,1,40,27416
39,8,16,8,11,2,5,1,40,74527
26,3,10,3,12,2,5,2,40,41850
29,1,13,1,1,1,5,2,25,30502
21,5,10,5,9,4,5,2,40,21541
49,3,13,3,11,1,5,2,50,39393
24,5,12,5,8,4,5,2,20,40055
26,5,13,5,5,2,5,2,60,34361
25,5,10,5,12,2,5,2,60,48366
30,5,12,5,11,1,5,2,40,34399
52,5,13,5,11,1,5,2,38,155668
30,5,9,5,4,1,5,2,40,49214
20,5,9,5,2,2,5,2,40,40538
31,5,9,5,7,2,5,2,40,25419
44,5,13,5,5,1,5,2,40,87880
46,6,10,6,13,1,5,2,60,123608
31,5,9,5,6,4,5,1,40,44087
57,5,4,5,9,2,5,1,10,22774
58,5,9,5,4,1,5,2,40,30838
41,5,9,5,4,1,5,2,40,33622
